codigo_mao_de_obra;descricao;unidade;operacao;ups;tipo
6753;REMAN RELIGADOR TRIP NA REDE LV;PE€;INSTALAR;9,8;LV
6753;REMAN RELIGADOR TRIP NA REDE LV;PE€;RETIRAR;4,2;LV
6754;REMAN TRANSF DIST MONOFASICO LV;PE€;INSTALAR;7;LV
6754;REMAN TRANSF DIST MONOFASICO LV;PE€;RETIRAR;3;LV
6755;REMAN TRANSF DIST TRIFASICO LV;PE€;INSTALAR;9,8;LV
6755;REMAN TRANSF DIST TRIFASICO LV;PE€;RETIRAR;4,2;LV
6758;REPOSIC CRUZ N1/N2 OU B1/B2 LV;PE€;INSTALAR;2;LV
6759;REPOSIC CRUZ N3,N4 OU B3,B4,T3/T4 LV;PE€;INSTALAR;6;LV
6798;RETIRAR OBJETO ESTRANHO DA REDE LV;PE€;RETIRAR;0,36;LV
6760;SERV OFIC DESAT BCO CAPAC 300 KVAR LV;CJ;RETIRAR;1,6;LV
6680;SERV OFIC INST BCO CAPAC 300 KVAR LV;PE€;INSTALAR;2,24;LV
6730;SERV OFIC PODAR ARVORE URB;UN;INSTALAR;0,45;LV
7895;SERV SUBST ESTRUTURA PRIM HS LV;PE€;INSTALAR;0,32;LV
7895;SERV SUBST ESTRUTURA PRIM HS LV;PE€;RETIRAR;0,13;LV
7886;SERV SUBST ESTRUTURA TIPO4 C/CH FUSIV LV;PE€;INSTALAR;0,2;LV
7886;SERV SUBST ESTRUTURA TIPO4 C/CH FUSIV LV;PE€;RETIRAR;0,08;LV
6688;SERV TEC INST COBERT REDE FASE LV;VAO;INSTALAR;1,43;LV
6687;SERV TEC INST COBERTURA REDE BT FASE LV;VAO;INSTALAR;0,72;LV
6719;SERV TEC INST MAO FRANCESA LV;PE€;INSTALAR;0,2;LV
6676;SERV TEC LV EMENDAR COND PRIMAR PROTEG;PE€;INSTALAR;1;LV
6674;SERV TEC LV EMENDAR CONDUTOR PRIMARIO NU;PE€;INSTALAR;0,6;LV
6675;SERV TEC LV EMENDAR CONDUTOR SECUNDAR NU;PE€;INSTALAR;0,6;LV
6841;SERV TEC LV MONTAR PLATAFORMA;PE€;INSTALAR;1,5;LV
6729;SERV TEC LV NIVELAR CRUZ/COLOC BISSETRIZ;PE€;INSTALAR;0,45;LV
6732;SERV TEC LV REAP REGULAR CHAVE FUSIVEL;PE€;INSTALAR;0,25;LV
6731;SERV TEC LV REAP REGULAR CHAVE SECCION;PE€;INSTALAR;0,25;LV
6737;SERV TEC LV REFAZER AMARRACAO DE BT;PE€;INSTALAR;0,1;LV
6736;SERV TEC LV REFAZER AMARRACAO DE MT;PE€;INSTALAR;0,45;LV
92328;SERV TRANSFORMAR TIPO N1 PARA N2 - LV;UN;INSTALAR;0,7;LV
6831;SERVICOS TRANSFORMAR ESTR N1 PARA N4 LV;UN;INSTALAR;1,99;LV
6832;SERVICOS TRANSFORMAR ESTR N2 PARA N1 LV;UN;INSTALAR;0,53;LV
6833;SERVICOS TRANSFORMAR ESTR N4 PARA N1 LV;UN;INSTALAR;1,74;LV
6805;SUBST BARRAMENTO DE PARA-RAIOS;PE€;INSTALAR;0,42;LV
6805;SUBST BARRAMENTO DE PARA-RAIOS;PE€;RETIRAR;0,18;LV
10996;SUBST BRACO ANTI-BAL REDE COMPACTA LV;PE€;INSTALAR;0,32;LV
10996;SUBST BRACO ANTI-BAL REDE COMPACTA LV;PE€;RETIRAR;0,13;LV
6820;SUBST CABO ACO EM ESTAI ANCORA LV;PE€;INSTALAR;0,7;LV
6820;SUBST CABO ACO EM ESTAI ANCORA LV;PE€;RETIRAR;0,3;LV
6806;SUBST CAPACITOR CELULA 50 100 KVAR LV;PE€;INSTALAR;0,42;LV
6806;SUBST CAPACITOR CELULA 50 100 KVAR LV;PE€;RETIRAR;0,18;LV
6807;SUBST CHAVE FUSIV RELIG <34,5KV LV;PE€;INSTALAR;1,19;LV
6807;SUBST CHAVE FUSIV RELIG <34,5KV LV;PE€;RETIRAR;0,51;LV
6808;SUBST CHAVE FUSIV UNIP <34,5KV LV;PE€;INSTALAR;0,42;LV
6808;SUBST CHAVE FUSIV UNIP <34,5KV LV;PE€;RETIRAR;0,18;LV
6809;SUBST CONDUTORES  ISOL BAR TRANSFORMADOR;M;INSTALAR;0,18;LV
6809;SUBST CONDUTORES  ISOL BAR TRANSFORMADOR;M;RETIRAR;0,07;LV
6861;SUBST CONECTOR NA REDE MT/BT LV;PE€;INSTALAR;0,32;LV
6861;SUBST CONECTOR NA REDE MT/BT LV;PE€;RETIRAR;0,13;LV
6812;SUBST CRUZ 1 DE 2000-2400MM EST TP 1 LV;PE€;INSTALAR;0,46;LV
6812;SUBST CRUZ 1 DE 2000-2400MM EST TP 1 LV;PE€;RETIRAR;0,19;LV
6813;SUBST CRUZ 2 DE 2000-2400MM EST TP 2 LV;PE€;INSTALAR;0,46;LV
6813;SUBST CRUZ 2 DE 2000-2400MM EST TP 2 LV;PE€;RETIRAR;0,19;LV
6814;SUBST CRUZ 2 DE 2000-2400MM EST TP 3 LV;PE€;INSTALAR;0,6;LV
6814;SUBST CRUZ 2 DE 2000-2400MM EST TP 3 LV;PE€;RETIRAR;0,25;LV
6815;SUBST CRUZ 2 DE 2000-2400MM EST TP 4 LV;PE€;INSTALAR;0,67;LV
6815;SUBST CRUZ 2 DE 2000-2400MM EST TP 4 LV;PE€;RETIRAR;0,29;LV
6811;SUBST CRUZ 2 DE 5000MM EST TP HT/HTE LV;PE€;INSTALAR;1,05;LV
6811;SUBST CRUZ 2 DE 5000MM EST TP HT/HTE LV;PE€;RETIRAR;0,45;LV
6816;SUBST CRUZ DUPLA P BASE EQUIPAM ESPEC LV;PE€;INSTALAR;2,1;LV
6816;SUBST CRUZ DUPLA P BASE EQUIPAM ESPEC LV;PE€;RETIRAR;0,9;LV
6839;SUBST CRUZ EST TIPO 2 COM TRANSF LV;PE€;INSTALAR;2,03;LV
6839;SUBST CRUZ EST TIPO 2 COM TRANSF LV;PE€;RETIRAR;0,87;LV
6840;SUBST CRUZ EST TIPO 4 COM CH SEC FACA LV;PE€;INSTALAR;2,12;LV
6840;SUBST CRUZ EST TIPO 4 COM CH SEC FACA LV;PE€;RETIRAR;0,91;LV
6822;SUBST CRUZAM AEREO FLY TAP MT JAMP LV;PE€;INSTALAR;0,63;LV
6822;SUBST CRUZAM AEREO FLY TAP MT JAMP LV;PE€;RETIRAR;0,27;LV
6817;SUBST EMENDA DE COND MT NU LV;PE€;INSTALAR;0,42;LV
6817;SUBST EMENDA DE COND MT NU LV;PE€;RETIRAR;0,18;LV
6818;SUBST EMENDA DE COND MT PROTEGIDO LV;PE€;INSTALAR;0,42;LV
6818;SUBST EMENDA DE COND MT PROTEGIDO LV;PE€;RETIRAR;0,18;LV
6819;SUBST ESPACADOR LOSAN RD MT COMP LV;PE€;INSTALAR;0,32;LV
6819;SUBST ESPACADOR LOSAN RD MT COMP LV;PE€;RETIRAR;0,13;LV
6821;SUBST ESTAI CRUZETA LV;PE€;INSTALAR;1,05;LV
6821;SUBST ESTAI CRUZETA LV;PE€;RETIRAR;0,45;LV
6823;SUBST ISOLADOR DISCO LV;PE€;INSTALAR;0,37;LV
6823;SUBST ISOLADOR DISCO LV;PE€;RETIRAR;0,16;LV
6827;SUBST ISOLADOR PILAR PILAR LV;PE€;INSTALAR;0,37;LV
6827;SUBST ISOLADOR PILAR PILAR LV;PE€;RETIRAR;0,16;LV
6824;SUBST ISOLADOR PINO FIM REDE LV;PE€;INSTALAR;0,32;LV
6824;SUBST ISOLADOR PINO FIM REDE LV;PE€;RETIRAR;0,13;LV
6825;SUBST ISOLADOR PINO PILAR LV;PE€;INSTALAR;0,37;LV
6825;SUBST ISOLADOR PINO PILAR LV;PE€;RETIRAR;0,16;LV
6826;SUBST ISOLADOR PINO TANGENTE LV;PE€;INSTALAR;0,32;LV
6826;SUBST ISOLADOR PINO TANGENTE LV;PE€;RETIRAR;0,13;LV
6828;SUBST MAO FRANCESA LV;PE€;INSTALAR;0,34;LV
6828;SUBST MAO FRANCESA LV;PE€;RETIRAR;0,14;LV
6102;SUBST PARA-RAIO RD <34,5KV LV;PE€;INSTALAR;0,37;LV
6102;SUBST PARA-RAIO RD <34,5KV LV;PE€;RETIRAR;0,16;LV
6829;SUBST PORTA FUSIVEL LV;PE€;INSTALAR;0,25;LV
6829;SUBST PORTA FUSIVEL LV;PE€;RETIRAR;0,1;LV
6830;SUBST TERMINAL CHAVE FACA LV;PE€;INSTALAR;0,32;LV
6830;SUBST TERMINAL CHAVE FACA LV;PE€;RETIRAR;0,13;LV
6151;DESLOC EQUIP PESADA ACIMA 50 KM DA BASE;KM;INSTALAR;0,06;LV
67000;MOBILIZA€ÇO E DESMOBILIZA€ÇO EQUIPE;UNID.;INSTALAR;6;LV
4595;ALTERA€ÇO DE US - ITEM A SER UTILIZADO PARA PAGAMENTO DA DIFEREN€A NA MEDI€ÇO DE MÇO DE OBRA QUANDO HOUVER AJUSTE NO VALOR DA US.;UNID.;INSTALAR;;LV
26376;SERV. EMERG. FORA DO HORARIO COMERCIAL-ADICIONAL 30%;UNID.;INSTALAR;;LV
60163;VISITA IMPRODUTIVA - SEM ATUA€ÇO;UNID.;INSTALAR;;LV
92525;SERV. EMERG. HORARIO COMERCIAL - ADICIONAL 12%;UNID.;INSTALAR;;LV
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
Nota: As atividades sem valores, ser  inserido o valor de R$1,00, pois sÆo atividades que nÆo estÆo relacionadas ao valor da UPS e sim ao servi‡o realizado;;;;;
e medido.;;;;;
;;;;;
PROTOCOLO DE ASSINATURA(S);;;;;
O documento acima foi proposto para assinatura digital na plataforma Energisa Suprimentos. Para verificar as assinaturas clique no link: https://suprimentos-energisa2.portaldeassinaturas.com.br/Verificar/70DD- 4AFF-EEB3-E93F ou v  at‚ o site https://suprimentos-energisa2.portaldeassinaturas.com.br:443 e utilize o c¢digo abaixo para verificar se este documento ‚ v lido.;;;;;
C¢digo para verifica‡Æo: 70DD-4AFF-EEB3-E93F;;;;;
;;;;;
Hash do Documento;;;;;
D309EF62A9C6A5A82EC670EBE9B59CB7DBBC5DC5858F101E4980F7594054E600;;;;;
O(s) nome(s) indicado(s) para assinatura, bem como seu(s) status em 27/06/2024 ‚(sÆo) :;;;;;
;;;;;
Albino Da Veiga (Signat rio - ENGELETRICA ASSESSORIA PROJETOS E CONSTRUCAO LTDA) - 161.786.029-87  em 27/06/2024 17:09 UTC-03:00;;;;;
Tipo: Certificado Digital;;;;;
;;;;;
Giselle Prima Galvao (Parte - JURÖDICO CONTRATANTE) - 027.162.601-17  em 27/06/2024 16:08 UTC-03:00;;;;;
Tipo: Certificado Digital;;;;;
;;;;;
Luciano Vogell Dutra (Testemunha) - 666.693.241-20 em 27/06/2024 10:50 UTC-03:00;;;;;
Tipo: Assinatura Eletr“nica;;;;;
Identifica‡ao: Por email: luciano.vogel@energisa.com;;;;;
Evidˆncias;;;;;
Client Timestamp Thu Jun 27 2024 09:50:02 GMT-0400 (Hor rio PadrÆo do Amazonas);;;;;
Geolocation Latitude: -15.598605 Longitude: -56.092015 Accuracy: 14;;;;;
IP 163.116.230.117;;;;;
Hash Evidˆncias:;;;;;
01968399610D42E5DAE8E0168F59205A1F54E6B334C8695D023B3A235750270A;;;;;
;;;;;
Larissa Campos Pinto (Testemunha - CONTRATA€ÇO DE SERVI€OS - CORPORATIVO) - 064.259.796-07  em 20/06/2024 15:13 UTC-03:00;;;;;
Tipo: Certificado Digital;;;;;
;;;;;
Fabricio Sampaio Medeiros (Parte - ENERGISA) - 834.664.953-34 Pendente;;;;;
Tipo: Certificado Digital;;;;;
;;;;;
Gabriel Alves Pereira Junior - 595.161.007-91 Pendente;;;;;
Tipo: Certificado Digital;;;;;
